"Step","fast-microwave-1 - loss/average","fast-microwave-1 - loss/average__MIN","fast-microwave-1 - loss/average__MAX"
"152","0.10039343723206241","0.10039343723206241","0.10039343723206241"
"153","0.1004247756863585","0.1004247756863585","0.1004247756863585"
"154","0.10037916912334402","0.10037916912334402","0.10037916912334402"
"155","0.09997365418521147","0.09997365418521147","0.09997365418521147"
"156","0.09964710714307447","0.09964710714307447","0.09964710714307447"
"157","0.10165678934271263","0.10165678934271263","0.10165678934271263"
"158","0.10243728635773723","0.10243728635773723","0.10243728635773723"
"159","0.10198792547233543","0.10198792547233543","0.10198792547233543"
"160","0.10240723829774652","0.10240723829774652","0.10240723829774652"
"161","0.10181383152278314","0.10181383152278314","0.10181383152278314"
"162","0.10187478177249432","0.10187478177249432","0.10187478177249432"
"163","0.10272119489092768","0.10272119489092768","0.10272119489092768"
"164","0.10373335820054863","0.10373335820054863","0.10373335820054863"
"165","0.10330760144826137","0.10330760144826137","0.10330760144826137"
"166","0.10346149015857513","0.10346149015857513","0.10346149015857513"
"167","0.1036536130541099","0.1036536130541099","0.1036536130541099"
"168","0.10396729968488216","0.10396729968488216","0.10396729968488216"
"169","0.10377579239698556","0.10377579239698556","0.10377579239698556"
"170","0.10393273918067708","0.10393273918067708","0.10393273918067708"
"171","0.10381313988514114","0.10381313988514114","0.10381313988514114"
"172","0.10397343411175318","0.10397343411175318","0.10397343411175318"
"173","0.10431973071973448","0.10431973071973448","0.10431973071973448"
"174","0.10449528612795918","0.10449528612795918","0.10449528612795918"
"175","0.10446445733308792","0.10446445733308792","0.10446445733308792"
"176","0.10401330173904584","0.10401330173904584","0.10401330173904584"
"177","0.10431700739693844","0.10431700739693844","0.10431700739693844"
"178","0.10483554898227533","0.10483554898227533","0.10483554898227533"
"179","0.104994648880216","0.104994648880216","0.104994648880216"
"180","0.1054145036989616","0.1054145036989616","0.1054145036989616"
"181","0.10698678057373229","0.10698678057373229","0.10698678057373229"
"182","0.10765054974459358","0.10765054974459358","0.10765054974459358"
"183","0.10765423948362551","0.10765423948362551","0.10765423948362551"
"184","0.10715436394852788","0.10715436394852788","0.10715436394852788"
"185","0.10759954688114089","0.10759954688114089","0.10759954688114089"
"186","0.10802023090742609","0.10802023090742609","0.10802023090742609"
"187","0.10799292373386296","0.10799292373386296","0.10799292373386296"
"188","0.10781665334596913","0.10781665334596913","0.10781665334596913"
"189","0.10737261868934467","0.10737261868934467","0.10737261868934467"
"190","0.10689423077396656","0.10689423077396656","0.10689423077396656"
"191","0.10710612314884888","0.10710612314884888","0.10710612314884888"
"192","0.10737664323338929","0.10737664323338929","0.10737664323338929"
"193","0.10757426339457381","0.10757426339457381","0.10757426339457381"
"194","0.10868219141224303","0.10868219141224303","0.10868219141224303"
"195","0.10827900197070378","0.10827900197070378","0.10827900197070378"
"196","0.10805884318198172","0.10805884318198172","0.10805884318198172"
"197","0.10765006201256652","0.10765006201256652","0.10765006201256652"
"198","0.10812971041998778","0.10812971041998778","0.10812971041998778"
"199","0.10785711396616607","0.10785711396616607","0.10785711396616607"
"200","0.10757949138991535","0.10757949138991535","0.10757949138991535"
"201","0.1076310805105303","0.1076310805105303","0.1076310805105303"
"202","0.10759870873044917","0.10759870873044917","0.10759870873044917"
"203","0.10740534270301534","0.10740534270301534","0.10740534270301534"
"204","0.10731402878631272","0.10731402878631272","0.10731402878631272"
"205","0.10716461814576533","0.10716461814576533","0.10716461814576533"
"206","0.10748733072858123","0.10748733072858123","0.10748733072858123"
"207","0.10701681131380048","0.10701681131380048","0.10701681131380048"
"208","0.10665603085474756","0.10665603085474756","0.10665603085474756"
"209","0.10648801109561937","0.10648801109561937","0.10648801109561937"
"210","0.10617937446971025","0.10617937446971025","0.10617937446971025"
"211","0.10573259556568912","0.10573259556568912","0.10573259556568912"
"212","0.10616779154307156","0.10616779154307156","0.10616779154307156"
"213","0.10633459312080497","0.10633459312080497","0.10633459312080497"
"214","0.10626734496381517","0.10626734496381517","0.10626734496381517"
"215","0.10669256666198719","0.10669256666198719","0.10669256666198719"
"216","0.10663434396566893","0.10663434396566893","0.10663434396566893"
"217","0.1062467597716827","0.1062467597716827","0.1062467597716827"
"218","0.10749869768875181","0.10749869768875181","0.10749869768875181"
"219","0.10716550704517049","0.10716550704517049","0.10716550704517049"
"220","0.1070557964711704","0.1070557964711704","0.1070557964711704"
"221","0.10747136862535553","0.10747136862535553","0.10747136862535553"
"222","0.10952803001713914","0.10952803001713914","0.10952803001713914"
"223","0.10966252885558413","0.10966252885558413","0.10966252885558413"
"224","0.10921346890557158","0.10921346890557158","0.10921346890557158"
"225","0.10902167858762873","0.10902167858762873","0.10902167858762873"
"226","0.10933782432673383","0.10933782432673383","0.10933782432673383"
"227","0.10918340226840474","0.10918340226840474","0.10918340226840474"
"228","0.10885967198644944","0.10885967198644944","0.10885967198644944"
"229","0.10867155494989916","0.10867155494989916","0.10867155494989916"
"230","0.10860661801517657","0.10860661801517657","0.10860661801517657"
"231","0.10835436869057871","0.10835436869057871","0.10835436869057871"
"232","0.10858678013680438","0.10858678013680438","0.10858678013680438"
"233","0.10819802834160722","0.10819802834160722","0.10819802834160722"
"234","0.10825158147396058","0.10825158147396058","0.10825158147396058"
"235","0.10810093995025183","0.10810093995025183","0.10810093995025183"
"236","0.10779247741941046","0.10779247741941046","0.10779247741941046"
"237","0.10790690993064944","0.10790690993064944","0.10790690993064944"
"238","0.10770292216598862","0.10770292216598862","0.10770292216598862"
"239","0.10743931540245166","0.10743931540245166","0.10743931540245166"
"240","0.10711414326991266","0.10711414326991266","0.10711414326991266"
"241","0.10685300648104229","0.10685300648104229","0.10685300648104229"
"242","0.10646768243721694","0.10646768243721694","0.10646768243721694"
"243","0.10623402333983178","0.10623402333983178","0.10623402333983178"
"244","0.10595473048628354","0.10595473048628354","0.10595473048628354"
"245","0.1060362522699395","0.1060362522699395","0.1060362522699395"
"246","0.10659900307655334","0.10659900307655334","0.10659900307655334"
"247","0.10634840406507616","0.10634840406507616","0.10634840406507616"
"248","0.10601620768166838","0.10601620768166838","0.10601620768166838"
"249","0.10575343777676184","0.10575343777676184","0.10575343777676184"
"250","0.10569713570177555","0.10569713570177555","0.10569713570177555"
"251","0.10552363116962027","0.10552363116962027","0.10552363116962027"
"252","0.1051839273349042","0.1051839273349042","0.1051839273349042"
"253","0.10552606212615731","0.10552606212615731","0.10552606212615731"
"254","0.10547923826883862","0.10547923826883862","0.10547923826883862"
"255","0.10600513327209389","0.10600513327209389","0.10600513327209389"
"256","0.10567636319319718","0.10567636319319718","0.10567636319319718"
"257","0.10545030015915748","0.10545030015915748","0.10545030015915748"
"258","0.10536210625901703","0.10536210625901703","0.10536210625901703"
"259","0.10596384717921033","0.10596384717921033","0.10596384717921033"
"260","0.10571638726844237","0.10571638726844237","0.10571638726844237"
"261","0.10543445937364038","0.10543445937364038","0.10543445937364038"
"262","0.10536803962051414","0.10536803962051414","0.10536803962051414"
"263","0.10597911961518314","0.10597911961518314","0.10597911961518314"
"264","0.10571899112652648","0.10571899112652648","0.10571899112652648"
"265","0.10586298001262377","0.10586298001262377","0.10586298001262377"
"266","0.10599855322362785","0.10599855322362785","0.10599855322362785"
"267","0.10595891153098046","0.10595891153098046","0.10595891153098046"
"268","0.10564635103957644","0.10564635103957644","0.10564635103957644"
"269","0.10526945761346075","0.10526945761346075","0.10526945761346075"
"270","0.10547719637311444","0.10547719637311444","0.10547719637311444"
"271","0.10534105354548876","0.10534105354548876","0.10534105354548876"
"272","0.10517273492159267","0.10517273492159267","0.10517273492159267"
"273","0.10491504204449253","0.10491504204449253","0.10491504204449253"
"274","0.10472848177479621","0.10472848177479621","0.10472848177479621"
"275","0.10499161864715544","0.10499161864715544","0.10499161864715544"
"276","0.10494087882967584","0.10494087882967584","0.10494087882967584"
"277","0.10543264930946786","0.10543264930946786","0.10543264930946786"
"278","0.10528419987740759","0.10528419987740759","0.10528419987740759"
"279","0.10553381606222106","0.10553381606222106","0.10553381606222106"
"280","0.10523911693432768","0.10523911693432768","0.10523911693432768"
"281","0.10498785638677957","0.10498785638677957","0.10498785638677957"
"282","0.1046878230767919","0.1046878230767919","0.1046878230767919"
"283","0.10441120202050877","0.10441120202050877","0.10441120202050877"
"284","0.10436085655032591","0.10436085655032591","0.10436085655032591"
"285","0.10458418801590277","0.10458418801590277","0.10458418801590277"
"286","0.1045598029924257","0.1045598029924257","0.1045598029924257"
"287","0.104755452559865","0.104755452559865","0.104755452559865"
"288","0.10487198101570054","0.10487198101570054","0.10487198101570054"
"289","0.10478737137109609","0.10478737137109609","0.10478737137109609"
"290","0.10452152089986565","0.10452152089986565","0.10452152089986565"
"291","0.10421130198287647","0.10421130198287647","0.10421130198287647"
"292","0.10405966717501056","0.10405966717501056","0.10405966717501056"
"293","0.10444781506027226","0.10444781506027226","0.10444781506027226"
"294","0.10438521532183449","0.10438521532183449","0.10438521532183449"
"295","0.1042067829977279","0.1042067829977279","0.1042067829977279"
"296","0.10409942892461864","0.10409942892461864","0.10409942892461864"
"297","0.10413755793971094","0.10413755793971094","0.10413755793971094"
"298","0.10385637395490185","0.10385637395490185","0.10385637395490185"
"299","0.10369713858772929","0.10369713858772929","0.10369713858772929"
"300","0.10372836229857058","0.10372836229857058","0.10372836229857058"
"301","0.10345615334097184","0.10345615334097184","0.10345615334097184"
"302","0.10319846658967435","0.10319846658967435","0.10319846658967435"
"303","0.10304712581758697","0.10304712581758697","0.10304712581758697"
"304","0.1029066676044175","0.1029066676044175","0.1029066676044175"
"305","0.1027386720444946","0.1027386720444946","0.1027386720444946"
"306","0.10290553570676327","0.10290553570676327","0.10290553570676327"
"307","0.10295494110854372","0.10295494110854372","0.10295494110854372"
"308","0.10282530883696027","0.10282530883696027","0.10282530883696027"
"309","0.10286612998133579","0.10286612998133579","0.10286612998133579"
"310","0.10263777400607303","0.10263777400607303","0.10263777400607303"
"311","0.10232085903351856","0.10232085903351856","0.10232085903351856"
"312","0.10225577577082919","0.10225577577082919","0.10225577577082919"
"313","0.10226235535001746","0.10226235535001746","0.10226235535001746"
"314","0.10216738804314689","0.10216738804314689","0.10216738804314689"
"315","0.10192372922948192","0.10192372922948192","0.10192372922948192"
"316","0.10199613683369188","0.10199613683369188","0.10199613683369188"
"317","0.102136757152362","0.102136757152362","0.102136757152362"
"318","0.10221835297221939","0.10221835297221939","0.10221835297221939"
"319","0.10173806906899525","0.10173806906899525","0.10173806906899525"
"320","0.10213330021896769","0.10213330021896769","0.10213330021896769"
"321","0.1021840042109409","0.1021840042109409","0.1021840042109409"
"322","0.10205455077516418","0.10205455077516418","0.10205455077516418"
"323","0.10206309374096612","0.10206309374096612","0.10206309374096612"
"324","0.10114144838252474","0.10114144838252474","0.10114144838252474"
"325","0.10117441549867628","0.10117441549867628","0.10117441549867628"
"326","0.1010937034891593","0.1010937034891593","0.1010937034891593"
"327","0.10080882533645583","0.10080882533645583","0.10080882533645583"
"328","0.10074498634933243","0.10074498634933243","0.10074498634933243"
"329","0.10053319271565193","0.10053319271565193","0.10053319271565193"
"330","0.10096172224878082","0.10096172224878082","0.10096172224878082"
"331","0.10076702987361286","0.10076702987361286","0.10076702987361286"
"332","0.10072348969766781","0.10072348969766781","0.10072348969766781"
"333","0.10078681191015575","0.10078681191015575","0.10078681191015575"
"334","0.10058438318323284","0.10058438318323284","0.10058438318323284"
"335","0.10073246569594457","0.10073246569594457","0.10073246569594457"
"336","0.1009787874961538","0.1009787874961538","0.1009787874961538"
"337","0.10120593408004395","0.10120593408004395","0.10120593408004395"
"338","0.10118827821450338","0.10118827821450338","0.10118827821450338"
"339","0.10097081483090445","0.10097081483090445","0.10097081483090445"
"340","0.10064978630740255","0.10064978630740255","0.10064978630740255"
"341","0.10036766120927437","0.10036766120927437","0.10036766120927437"
"342","0.10001366117614366","0.10001366117614366","0.10001366117614366"
"343","0.10002131848078635","0.10002131848078635","0.10002131848078635"
"344","0.10002895246392914","0.10002895246392914","0.10002895246392914"
"345","0.09898316936330899","0.09898316936330899","0.09898316936330899"
"346","0.09825462834199979","0.09825462834199979","0.09825462834199979"
"347","0.09808046386562407","0.09808046386562407","0.09808046386562407"
"348","0.09842950016821897","0.09842950016821897","0.09842950016821897"
"349","0.09835533309166157","0.09835533309166157","0.09835533309166157"
"350","0.09816579389282398","0.09816579389282398","0.09816579389282398"
"351","0.09768707060240327","0.09768707060240327","0.09768707060240327"
"352","0.09837520709556956","0.09837520709556956","0.09837520709556956"
"353","0.09822120264261251","0.09822120264261251","0.09822120264261251"
"354","0.09825735213826337","0.09825735213826337","0.09825735213826337"
"355","0.09806556899011845","0.09806556899011845","0.09806556899011845"
"356","0.09792928949796728","0.09792928949796728","0.09792928949796728"
"357","0.09735354859795835","0.09735354859795835","0.09735354859795835"
"358","0.09744871337380674","0.09744871337380674","0.09744871337380674"
"359","0.09764207373890611","0.09764207373890611","0.09764207373890611"
"360","0.09763550242143018","0.09763550242143018","0.09763550242143018"
"361","0.09764916413714961","0.09764916413714961","0.09764916413714961"
"362","0.09749599663865945","0.09749599663865945","0.09749599663865945"
"363","0.09745436551433707","0.09745436551433707","0.09745436551433707"
"364","0.0972099332286725","0.0972099332286725","0.0972099332286725"
"365","0.09706537445918435","0.09706537445918435","0.09706537445918435"
"366","0.09725419540283463","0.09725419540283463","0.09725419540283463"
"367","0.09710442719034969","0.09710442719034969","0.09710442719034969"
"368","0.09758535142958401","0.09758535142958401","0.09758535142958401"
"369","0.09775666054781704","0.09775666054781704","0.09775666054781704"
"370","0.0976857511548414","0.0976857511548414","0.0976857511548414"
"371","0.09736152834273756","0.09736152834273756","0.09736152834273756"
"372","0.09757262368553452","0.09757262368553452","0.09757262368553452"
"373","0.09717854179353232","0.09717854179353232","0.09717854179353232"
"374","0.0973246792020897","0.0973246792020897","0.0973246792020897"
"375","0.09692948913674743","0.09692948913674743","0.09692948913674743"
"376","0.09748440854517477","0.09748440854517477","0.09748440854517477"
"377","0.09737789613298244","0.09737789613298244","0.09737789613298244"
"378","0.09674535248399017","0.09674535248399017","0.09674535248399017"
"379","0.09675919656745262","0.09675919656745262","0.09675919656745262"
"380","0.09705167244380665","0.09705167244380665","0.09705167244380665"
"381","0.0969571979583374","0.0969571979583374","0.0969571979583374"
"382","0.0969283521840615","0.0969283521840615","0.0969283521840615"
"383","0.09687943229865696","0.09687943229865696","0.09687943229865696"
"384","0.0970519527866845","0.0970519527866845","0.0970519527866845"
"385","0.09668105709558678","0.09668105709558678","0.09668105709558678"
"386","0.09638710368631614","0.09638710368631614","0.09638710368631614"
"387","0.09621058953334652","0.09621058953334652","0.09621058953334652"
"388","0.0961894701412391","0.0961894701412391","0.0961894701412391"
"389","0.09627945340785479","0.09627945340785479","0.09627945340785479"
"390","0.09576790407152166","0.09576790407152166","0.09576790407152166"
"391","0.0960930706888792","0.0960930706888792","0.0960930706888792"
"392","0.09638973739855583","0.09638973739855583","0.09638973739855583"
"393","0.09626224759138292","0.09626224759138292","0.09626224759138292"
"394","0.09615155322743314","0.09615155322743314","0.09615155322743314"
"395","0.09630762841552495","0.09630762841552495","0.09630762841552495"
"396","0.09645015422313932","0.09645015422313932","0.09645015422313932"
"397","0.09629424520664745","0.09629424520664745","0.09629424520664745"
"398","0.09641838542052678","0.09641838542052678","0.09641838542052678"
"399","0.09641545878516303","0.09641545878516303","0.09641545878516303"
"400","0.09624166248573197","0.09624166248573197","0.09624166248573197"
"401","0.09597054217306394","0.09597054217306394","0.09597054217306394"
"402","0.09539028749697738","0.09539028749697738","0.09539028749697738"
"403","0.09525323122858055","0.09525323122858055","0.09525323122858055"
"404","0.09518092994297307","0.09518092994297307","0.09518092994297307"
"405","0.09508532234245823","0.09508532234245823","0.09508532234245823"
"406","0.09512596362758251","0.09512596362758251","0.09512596362758251"
"407","0.09458854643716699","0.09458854643716699","0.09458854643716699"
"408","0.09430030078760215","0.09430030078760215","0.09430030078760215"
"409","0.09437103642239457","0.09437103642239457","0.09437103642239457"
"410","0.09473671027947039","0.09473671027947039","0.09473671027947039"
"411","0.0947268516919206","0.0947268516919206","0.0947268516919206"
"412","0.09463712879648757","0.09463712879648757","0.09463712879648757"
"413","0.09602102669517672","0.09602102669517672","0.09602102669517672"
"414","0.0965227238153891","0.0965227238153891","0.0965227238153891"
"415","0.09621909743559266","0.09621909743559266","0.09621909743559266"
"416","0.09638147517624829","0.09638147517624829","0.09638147517624829"
"417","0.09637140843662478","0.09637140843662478","0.09637140843662478"
"418","0.0960598582934056","0.0960598582934056","0.0960598582934056"
"419","0.09587660546872824","0.09587660546872824","0.09587660546872824"
"420","0.09560298867937592","0.09560298867937592","0.09560298867937592"
"421","0.09482966597886786","0.09482966597886786","0.09482966597886786"
"422","0.09454789949610592","0.09454789949610592","0.09454789949610592"
"423","0.09436755501147774","0.09436755501147774","0.09436755501147774"
"424","0.0944093234866621","0.0944093234866621","0.0944093234866621"
"425","0.09450041537306138","0.09450041537306138","0.09450041537306138"
"426","0.09468215497299319","0.09468215497299319","0.09468215497299319"
"427","0.09447410941892673","0.09447410941892673","0.09447410941892673"
"428","0.09389084531733441","0.09389084531733441","0.09389084531733441"
"429","0.09326032419348992","0.09326032419348992","0.09326032419348992"
"430","0.09297821643274455","0.09297821643274455","0.09297821643274455"
"431","0.09286668124712176","0.09286668124712176","0.09286668124712176"
"432","0.0929430728778243","0.0929430728778243","0.0929430728778243"
"433","0.09348632276117329","0.09348632276117329","0.09348632276117329"
"434","0.09315754881513025","0.09315754881513025","0.09315754881513025"
"435","0.09303719625172634","0.09303719625172634","0.09303719625172634"
"436","0.09282778540833128","0.09282778540833128","0.09282778540833128"
"437","0.09271168938527505","0.09271168938527505","0.09271168938527505"
"438","0.09294771192861455","0.09294771192861455","0.09294771192861455"
"439","0.09237256000734984","0.09237256000734984","0.09237256000734984"
"440","0.09253000612592413","0.09253000612592413","0.09253000612592413"
"441","0.09251841315260483","0.09251841315260483","0.09251841315260483"
"442","0.09303968826988859","0.09303968826988859","0.09303968826988859"
"443","0.09317968648873151","0.09317968648873151","0.09317968648873151"
"444","0.09316736171465545","0.09316736171465545","0.09316736171465545"
"445","0.09339467727298302","0.09339467727298302","0.09339467727298302"
"446","0.09386080313355677","0.09386080313355677","0.09386080313355677"
"447","0.09423668842526182","0.09423668842526182","0.09423668842526182"
"448","0.09419609120499993","0.09419609120499993","0.09419609120499993"
