"Step","fast-microwave-1 - loss/current","fast-microwave-1 - loss/current__MIN","fast-microwave-1 - loss/current__MAX"
"39","0.04277848079800606","0.04277848079800606","0.04277848079800606"
"40","0.07753536850214005","0.07753536850214005","0.07753536850214005"
"41","0.10915954411029816","0.10915954411029816","0.10915954411029816"
"42","0.18808698654174805","0.18808698654174805","0.18808698654174805"
"43","0.10560698807239532","0.10560698807239532","0.10560698807239532"
"44","0.03501543030142784","0.03501543030142784","0.03501543030142784"
"45","0.051675282418727875","0.051675282418727875","0.051675282418727875"
"46","0.06494085490703583","0.06494085490703583","0.06494085490703583"
"47","0.08702997863292694","0.08702997863292694","0.08702997863292694"
"48","0.048666782677173615","0.048666782677173615","0.048666782677173615"
"49","0.14233839511871338","0.14233839511871338","0.14233839511871338"
"50","0.05360235273838043","0.05360235273838043","0.05360235273838043"
"51","0.007385856006294489","0.007385856006294489","0.007385856006294489"
"52","0.11133851110935211","0.11133851110935211","0.11133851110935211"
"53","0.12590667605400085","0.12590667605400085","0.12590667605400085"
"54","0.024594001471996307","0.024594001471996307","0.024594001471996307"
"55","0.027901344001293182","0.027901344001293182","0.027901344001293182"
"56","0.11719158291816711","0.11719158291816711","0.11719158291816711"
"57","0.018827838823199272","0.018827838823199272","0.018827838823199272"
"58","0.17928245663642883","0.17928245663642883","0.17928245663642883"
"59","0.030275115743279457","0.030275115743279457","0.030275115743279457"
"60","0.14690035581588745","0.14690035581588745","0.14690035581588745"
"61","0.06944545358419418","0.06944545358419418","0.06944545358419418"
"62","0.20533175766468048","0.20533175766468048","0.20533175766468048"
"63","0.36416560411453247","0.36416560411453247","0.36416560411453247"
"64","0.0045566195622086525","0.0045566195622086525","0.0045566195622086525"
"65","0.13963578641414642","0.13963578641414642","0.13963578641414642"
"66","0.0578107126057148","0.0578107126057148","0.0578107126057148"
"67","0.06237082928419113","0.06237082928419113","0.06237082928419113"
"68","0.027641884982585907","0.027641884982585907","0.027641884982585907"
"69","0.0625009834766388","0.0625009834766388","0.0625009834766388"
"70","0.14190274477005005","0.14190274477005005","0.14190274477005005"
"71","0.25155648589134216","0.25155648589134216","0.25155648589134216"
"72","0.10087984055280685","0.10087984055280685","0.10087984055280685"
"73","0.07016927003860474","0.07016927003860474","0.07016927003860474"
"74","0.015258721075952053","0.015258721075952053","0.015258721075952053"
"75","0.1910647451877594","0.1910647451877594","0.1910647451877594"
"76","0.013365237042307854","0.013365237042307854","0.013365237042307854"
"77","0.03452008590102196","0.03452008590102196","0.03452008590102196"
"78","0.046860698610544205","0.046860698610544205","0.046860698610544205"
"79","0.09376538544893265","0.09376538544893265","0.09376538544893265"
"80","0.09247040748596191","0.09247040748596191","0.09247040748596191"
"81","0.00895634014159441","0.00895634014159441","0.00895634014159441"
"82","0.08216343820095062","0.08216343820095062","0.08216343820095062"
"83","0.038823384791612625","0.038823384791612625","0.038823384791612625"
"84","0.04814467579126358","0.04814467579126358","0.04814467579126358"
"85","0.07842109352350235","0.07842109352350235","0.07842109352350235"
"86","0.14165112376213074","0.14165112376213074","0.14165112376213074"
"87","0.2110271155834198","0.2110271155834198","0.2110271155834198"
"88","0.15806551277637482","0.15806551277637482","0.15806551277637482"
"89","0.092781662940979","0.092781662940979","0.092781662940979"
"90","0.05775615572929382","0.05775615572929382","0.05775615572929382"
"91","0.165288507938385","0.165288507938385","0.165288507938385"
"92","0.20109227299690247","0.20109227299690247","0.20109227299690247"
"93","0.11292947083711624","0.11292947083711624","0.11292947083711624"
"94","0.035137344151735306","0.035137344151735306","0.035137344151735306"
"95","0.0768226906657219","0.0768226906657219","0.0768226906657219"
"96","0.0138943986967206","0.0138943986967206","0.0138943986967206"
"97","0.11214973032474518","0.11214973032474518","0.11214973032474518"
"98","0.08028319478034973","0.08028319478034973","0.08028319478034973"
"99","0.03357906639575958","0.03357906639575958","0.03357906639575958"
"100","0.12704522907733917","0.12704522907733917","0.12704522907733917"
"101","0.04404214024543762","0.04404214024543762","0.04404214024543762"
"102","0.058071814477443695","0.058071814477443695","0.058071814477443695"
"103","0.15667709708213806","0.15667709708213806","0.15667709708213806"
"104","0.16332681477069855","0.16332681477069855","0.16332681477069855"
"105","0.09929841756820679","0.09929841756820679","0.09929841756820679"
"106","0.3453752398490906","0.3453752398490906","0.3453752398490906"
"107","0.16003288328647614","0.16003288328647614","0.16003288328647614"
"108","0.09384393692016602","0.09384393692016602","0.09384393692016602"
"109","0.06909278780221939","0.06909278780221939","0.06909278780221939"
"110","0.10313491523265839","0.10313491523265839","0.10313491523265839"
"111","0.011831298470497131","0.011831298470497131","0.011831298470497131"
"112","0.11142557859420776","0.11142557859420776","0.11142557859420776"
"113","0.24560856819152832","0.24560856819152832","0.24560856819152832"
"114","0.2564176917076111","0.2564176917076111","0.2564176917076111"
"115","0.10170382261276245","0.10170382261276245","0.10170382261276245"
"116","0.0620604008436203","0.0620604008436203","0.0620604008436203"
"117","0.055085234344005585","0.055085234344005585","0.055085234344005585"
"118","0.0664772093296051","0.0664772093296051","0.0664772093296051"
"119","0.15137800574302673","0.15137800574302673","0.15137800574302673"
"120","0.28260135650634766","0.28260135650634766","0.28260135650634766"
"121","0.12886852025985718","0.12886852025985718","0.12886852025985718"
"122","0.06523831188678741","0.06523831188678741","0.06523831188678741"
"123","0.04925403743982315","0.04925403743982315","0.04925403743982315"
"124","0.21417731046676636","0.21417731046676636","0.21417731046676636"
"125","0.055782511830329895","0.055782511830329895","0.055782511830329895"
"126","0.03530808165669441","0.03530808165669441","0.03530808165669441"
"127","0.0452544242143631","0.0452544242143631","0.0452544242143631"
"128","0.04038972780108452","0.04038972780108452","0.04038972780108452"
"129","0.0946422666311264","0.0946422666311264","0.0946422666311264"
"130","0.08821454644203186","0.08821454644203186","0.08821454644203186"
"131","0.022508833557367325","0.022508833557367325","0.022508833557367325"
"132","0.03177233040332794","0.03177233040332794","0.03177233040332794"
"133","0.08553598076105118","0.08553598076105118","0.08553598076105118"
"134","0.12768352031707764","0.12768352031707764","0.12768352031707764"
"135","0.13182133436203003","0.13182133436203003","0.13182133436203003"
"136","0.11065136641263962","0.11065136641263962","0.11065136641263962"
"137","0.15574036538600922","0.15574036538600922","0.15574036538600922"
"138","0.0889943316578865","0.0889943316578865","0.0889943316578865"
"139","0.10348479449748993","0.10348479449748993","0.10348479449748993"
"140","0.1435888707637787","0.1435888707637787","0.1435888707637787"
"141","0.01126309297978878","0.01126309297978878","0.01126309297978878"
"142","0.056921809911727905","0.056921809911727905","0.056921809911727905"
"143","0.09596200287342072","0.09596200287342072","0.09596200287342072"
"144","0.12865109741687775","0.12865109741687775","0.12865109741687775"
"145","0.10455410182476044","0.10455410182476044","0.10455410182476044"
"146","0.05677921697497368","0.05677921697497368","0.05677921697497368"
"147","0.1608697474002838","0.1608697474002838","0.1608697474002838"
"148","0.15259107947349548","0.15259107947349548","0.15259107947349548"
"149","0.07627735286951065","0.07627735286951065","0.07627735286951065"
"150","0.07147922366857529","0.07147922366857529","0.07147922366857529"
"151","0.07005032151937485","0.07005032151937485","0.07005032151937485"
"152","0.1004684567451477","0.1004684567451477","0.1004684567451477"
"153","0.10518822073936462","0.10518822073936462","0.10518822073936462"
"154","0.09340136498212814","0.09340136498212814","0.09340136498212814"
"155","0.037524353712797165","0.037524353712797165","0.037524353712797165"
"156","0.049032315611839294","0.049032315611839294","0.049032315611839294"
"157","0.4151672124862671","0.4151672124862671","0.4151672124862671"
"158","0.2249753177165985","0.2249753177165985","0.2249753177165985"
"159","0.0309889055788517","0.0309889055788517","0.0309889055788517"
"160","0.16907797753810883","0.16907797753810883","0.16907797753810883"
"161","0.006868747528642416","0.006868747528642416","0.006868747528642416"
"162","0.11168777197599411","0.11168777197599411","0.11168777197599411"
"163","0.23984012007713318","0.23984012007713318","0.23984012007713318"
"164","0.2687159776687622","0.2687159776687622","0.2687159776687622"
"165","0.03348349407315254","0.03348349407315254","0.03348349407315254"
"166","0.12885312736034393","0.12885312736034393","0.12885312736034393"
"167","0.135546013712883","0.135546013712883","0.135546013712883"
"168","0.1563529670238495","0.1563529670238495","0.1563529670238495"
"169","0.07160256803035736","0.07160256803035736","0.07160256803035736"
"170","0.13045674562454224","0.13045674562454224","0.13045674562454224"
"171","0.08348125964403152","0.08348125964403152","0.08348125964403152"
"172","0.1313837468624115","0.1313837468624115","0.1313837468624115"
"173","0.16388274729251862","0.16388274729251862","0.16388274729251862"
"174","0.1348663717508316","0.1348663717508316","0.1348663717508316"
"175","0.09910024702548981","0.09910024702548981","0.09910024702548981"
"176","0.025061072781682014","0.025061072781682014","0.025061072781682014"
"177","0.15776920318603516","0.15776920318603516","0.15776920318603516"
"178","0.19661740958690643","0.19661740958690643","0.19661740958690643"
"179","0.13331443071365356","0.13331443071365356","0.13331443071365356"
"180","0.18056851625442505","0.18056851625442505","0.18056851625442505"
"181","0.38999661803245544","0.38999661803245544","0.38999661803245544"
"182","0.22779276967048645","0.22779276967048645","0.22779276967048645"
"183","0.1083257719874382","0.1083257719874382","0.1083257719874382"
"184","0.015677141025662422","0.015677141025662422","0.015677141025662422"
"185","0.1895132064819336","0.1895132064819336","0.1895132064819336"
"186","0.18584677577018738","0.18584677577018738","0.18584677577018738"
"187","0.10291378945112228","0.10291378945112228","0.10291378945112228"
"188","0.07485409080982208","0.07485409080982208","0.07485409080982208"
"189","0.02389410324394703","0.02389410324394703","0.02389410324394703"
"190","0.01647891476750374","0.01647891476750374","0.01647891476750374"
"191","0.14736567437648773","0.14736567437648773","0.14736567437648773"
"192","0.1590459793806076","0.1590459793806076","0.1590459793806076"
"193","0.14551733434200287","0.14551733434200287","0.14551733434200287"
"194","0.32251229882240295","0.32251229882240295","0.32251229882240295"
"195","0.03006025031208992","0.03006025031208992","0.03006025031208992"
"196","0.06512787938117981","0.06512787938117981","0.06512787938117981"
"197","0.027528952807188034","0.027528952807188034","0.027528952807188034"
"198","0.20262044668197632","0.20262044668197632","0.20262044668197632"
"199","0.05388301610946655","0.05388301610946655","0.05388301610946655"
"200","0.052332598716020584","0.052332598716020584","0.052332598716020584"
"201","0.11794890463352203","0.11794890463352203","0.11794890463352203"
"202","0.10109198093414307","0.10109198093414307","0.10109198093414307"
"203","0.06834540516138077","0.06834540516138077","0.06834540516138077"
"204","0.08877730369567871","0.08877730369567871","0.08877730369567871"
"205","0.0766848474740982","0.0766848474740982","0.0766848474740982"
"206","0.17364341020584106","0.17364341020584106","0.17364341020584106"
"207","0.010089811868965626","0.010089811868965626","0.010089811868965626"
"208","0.03197447583079338","0.03197447583079338","0.03197447583079338"
"209","0.07153990119695663","0.07153990119695663","0.07153990119695663"
"210","0.04167431965470314","0.04167431965470314","0.04167431965470314"
"211","0.011909025721251965","0.011909025721251965","0.011909025721251965"
"212","0.1979941427707672","0.1979941427707672","0.1979941427707672"
"213","0.1416965276002884","0.1416965276002884","0.1416965276002884"
"214","0.09194348752498627","0.09194348752498627","0.09194348752498627"
"215","0.19769001007080078","0.19769001007080078","0.19769001007080078"
"216","0.0941164642572403","0.0941164642572403","0.0941164642572403"
"217","0.022528573870658875","0.022528573870658875","0.022528573870658875"
"218","0.379169225692749","0.379169225692749","0.379169225692749"
"219","0.034529946744441986","0.034529946744441986","0.034529946744441986"
"220","0.08302918076515198","0.08302918076515198","0.08302918076515198"
"221","0.19889724254608154","0.19889724254608154","0.19889724254608154"
"222","0.5640501976013184","0.5640501976013184","0.5640501976013184"
"223","0.1395212709903717","0.1395212709903717","0.1395212709903717"
"224","0.009073100052773952","0.009073100052773952","0.009073100052773952"
"225","0.06606064736843109","0.06606064736843109","0.06606064736843109"
"226","0.18047061562538147","0.18047061562538147","0.18047061562538147"
"227","0.07428401708602905","0.07428401708602905","0.07428401708602905"
"228","0.03537289798259735","0.03537289798259735","0.03537289798259735"
"229","0.065780870616436","0.065780870616436","0.065780870616436"
"230","0.09373605996370316","0.09373605996370316","0.09373605996370316"
"231","0.05033702403306961","0.05033702403306961","0.05033702403306961"
"232","0.1622738242149353","0.1622738242149353","0.1622738242149353"
"233","0.018007611855864525","0.018007611855864525","0.018007611855864525"
"234","0.120729461312294","0.120729461312294","0.120729461312294"
"235","0.07285082340240479","0.07285082340240479","0.07285082340240479"
"236","0.03530378267168999","0.03530378267168999","0.03530378267168999"
"237","0.13491298258304596","0.13491298258304596","0.13491298258304596"
"238","0.05935782194137573","0.05935782194137573","0.05935782194137573"
"239","0.04470090568065643","0.04470090568065643","0.04470090568065643"
"240","0.029398003593087196","0.029398003593087196","0.029398003593087196"
"241","0.04418017715215683","0.04418017715215683","0.04418017715215683"
"242","0.013604587875306606","0.013604587875306606","0.013604587875306606"
"243","0.04968852177262306","0.04968852177262306","0.04968852177262306"
"244","0.03808656707406044","0.03808656707406044","0.03808656707406044"
"245","0.12592756748199463","0.12592756748199463","0.12592756748199463"
"246","0.2444729506969452","0.2444729506969452","0.2444729506969452"
"247","0.044701047241687775","0.044701047241687775","0.044701047241687775"
"248","0.023963700979948044","0.023963700979948044","0.023963700979948044"
"249","0.040586501359939575","0.040586501359939575","0.040586501359939575"
"250","0.09167791903018951","0.09167791903018951","0.09167791903018951"
"251","0.06214749813079834","0.06214749813079834","0.06214749813079834"
"252","0.01991826482117176","0.01991826482117176","0.01991826482117176"
"253","0.19174402952194214","0.19174402952194214","0.19174402952194214"
"254","0.09363280236721039","0.09363280236721039","0.09363280236721039"
"255","0.23958246409893036","0.23958246409893036","0.23958246409893036"
"256","0.021839993074536324","0.021839993074536324","0.021839993074536324"
"257","0.04757816344499588","0.04757816344499588","0.04757816344499588"
"258","0.08269627392292023","0.08269627392292023","0.08269627392292023"
"259","0.2612130045890808","0.2612130045890808","0.2612130045890808"
"260","0.041624270379543304","0.041624270379543304","0.041624270379543304"
"261","0.032133206725120544","0.032133206725120544","0.032133206725120544"
"262","0.08803248405456543","0.08803248405456543","0.08803248405456543"
"263","0.2660820782184601","0.2660820782184601","0.2660820782184601"
"264","0.03730519860982895","0.03730519860982895","0.03730519860982895"
"265","0.14387604594230652","0.14387604594230652","0.14387604594230652"
"266","0.14192545413970947","0.14192545413970947","0.14192545413970947"
"267","0.09541422128677368","0.09541422128677368","0.09541422128677368"
"268","0.0221926998347044","0.0221926998347044","0.0221926998347044"
"269","0.0042620194144546986","0.0042620194144546986","0.0042620194144546986"
"270","0.16135892271995544","0.16135892271995544","0.16135892271995544"
"271","0.06858249008655548","0.06858249008655548","0.06858249008655548"
"272","0.05955838784575462","0.05955838784575462","0.05955838784575462"
"273","0.034822579473257065","0.034822579473257065","0.034822579473257065"
"274","0.05379752814769745","0.05379752814769745","0.05379752814769745"
"275","0.17709112167358398","0.17709112167358398","0.17709112167358398"
"276","0.090987429022789","0.090987429022789","0.090987429022789"
"277","0.2411613017320633","0.2411613017320633","0.2411613017320633"
"278","0.0641637071967125","0.0641637071967125","0.0641637071967125"
"279","0.17492711544036865","0.17492711544036865","0.17492711544036865"
"280","0.023018060252070427","0.023018060252070427","0.023018060252070427"
"281","0.03463490307331085","0.03463490307331085","0.03463490307331085"
"282","0.020378462970256805","0.020378462970256805","0.020378462970256805"
"283","0.026404064148664474","0.026404064148664474","0.026404064148664474"
"284","0.0901130884885788","0.0901130884885788","0.0901130884885788"
"285","0.16801032423973083","0.16801032423973083","0.16801032423973083"
"286","0.09761007130146027","0.09761007130146027","0.09761007130146027"
"287","0.16071122884750366","0.16071122884750366","0.16071122884750366"
"288","0.13831564784049988","0.13831564784049988","0.13831564784049988"
"289","0.08041979372501373","0.08041979372501373","0.08041979372501373"
"290","0.027690734714269638","0.027690734714269638","0.027690734714269638"
"291","0.014247816056013107","0.014247816056013107","0.014247816056013107"
"292","0.05993393808603287","0.05993393808603287","0.05993393808603287"
"293","0.2177869975566864","0.2177869975566864","0.2177869975566864"
"294","0.08604349195957184","0.08604349195957184","0.08604349195957184"
"295","0.051747679710388184","0.051747679710388184","0.051747679710388184"
"296","0.07242997735738754","0.07242997735738754","0.07242997735738754"
"297","0.11542374640703201","0.11542374640703201","0.11542374640703201"
"298","0.020344730466604233","0.020344730466604233","0.020344730466604233"
"299","0.056244999170303345","0.056244999170303345","0.056244999170303345"
"300","0.1130642518401146","0.1130642518401146","0.1130642518401146"
"301","0.021793466061353683","0.021793466061353683","0.021793466061353683"
"302","0.025634754449129105","0.025634754449129105","0.025634754449129105"
"303","0.05734221264719963","0.05734221264719963","0.05734221264719963"
"304","0.06034782901406288","0.06034782901406288","0.06034782901406288"
"305","0.05166802182793617","0.05166802182793617","0.05166802182793617"
"306","0.15379895269870758","0.15379895269870758","0.15379895269870758"
"307","0.1180729940533638","0.1180729940533638","0.1180729940533638"
"308","0.06302820146083832","0.06302820146083832","0.06302820146083832"
"309","0.1154390424489975","0.1154390424489975","0.1154390424489975"
"310","0.032075777649879456","0.032075777649879456","0.032075777649879456"
"311","0.0040772175416350365","0.0040772175416350365","0.0040772175416350365"
"312","0.08201488107442856","0.08201488107442856","0.08201488107442856"
"313","0.10431518405675888","0.10431518405675888","0.10431518405675888"
"314","0.07244262099266052","0.07244262099266052","0.07244262099266052"
"315","0.025414861738681793","0.025414861738681793","0.025414861738681793"
"316","0.05767716467380524","0.05767716467380524","0.05767716467380524"
"317","0.1211266815662384","0.1211266815662384","0.1211266815662384"
"318","0.05392352491617203","0.05392352491617203","0.05392352491617203"
"319","0.009065095335245132","0.009065095335245132","0.009065095335245132"
"320","0.15972697734832764","0.15972697734832764","0.15972697734832764"
"321","0.0669335201382637","0.0669335201382637","0.0669335201382637"
"322","0.031914882361888885","0.031914882361888885","0.031914882361888885"
"323","0.035087112337350845","0.035087112337350845","0.035087112337350845"
"324","0.054374657571315765","0.054374657571315765","0.054374657571315765"
"325","0.03602283075451851","0.03602283075451851","0.03602283075451851"
"326","0.046383608132600784","0.046383608132600784","0.046383608132600784"
"327","0.05112386494874954","0.05112386494874954","0.05112386494874954"
"328","0.0448981449007988","0.0448981449007988","0.0448981449007988"
"329","0.030911453068256378","0.030911453068256378","0.030911453068256378"
"330","0.2877945899963379","0.2877945899963379","0.2877945899963379"
"331","0.11896651983261108","0.11896651983261108","0.11896651983261108"
"332","0.03803049772977829","0.03803049772977829","0.03803049772977829"
"333","0.05817097797989845","0.05817097797989845","0.05817097797989845"
"334","0.05652667582035065","0.05652667582035065","0.05652667582035065"
"335","0.1086496114730835","0.1086496114730835","0.1086496114730835"
"336","0.11916773021221161","0.11916773021221161","0.11916773021221161"
"337","0.14767368137836456","0.14767368137836456","0.14767368137836456"
"338","0.07213085144758224","0.07213085144758224","0.07213085144758224"
"339","0.07239750027656555","0.07239750027656555","0.07239750027656555"
"340","0.053559545427560806","0.053559545427560806","0.053559545427560806"
"341","0.01587897725403309","0.01587897725403309","0.01587897725403309"
"342","0.031189335510134697","0.031189335510134697","0.031189335510134697"
"343","0.08147107064723969","0.08147107064723969","0.08147107064723969"
"344","0.035272084176540375","0.035272084176540375","0.035272084176540375"
"345","0.02406289428472519","0.02406289428472519","0.02406289428472519"
"346","0.07786736637353897","0.07786736637353897","0.07786736637353897"
"347","0.052157070487737656","0.052157070487737656","0.052157070487737656"
"348","0.13650986552238464","0.13650986552238464","0.13650986552238464"
"349","0.09061416983604431","0.09061416983604431","0.09061416983604431"
"350","0.09218566864728928","0.09218566864728928","0.09218566864728928"
"351","0.015177525579929352","0.015177525579929352","0.015177525579929352"
"352","0.22993792593479156","0.22993792593479156","0.22993792593479156"
"353","0.01935490034520626","0.01935490034520626","0.01935490034520626"
"354","0.05416557192802429","0.05416557192802429","0.05416557192802429"
"355","0.01712367683649063","0.01712367683649063","0.01712367683649063"
"356","0.06623150408267975","0.06623150408267975","0.06623150408267975"
"357","0.006728603038936853","0.006728603038936853","0.006728603038936853"
"358","0.13558389246463776","0.13558389246463776","0.13558389246463776"
"359","0.09592394530773163","0.09592394530773163","0.09592394530773163"
"360","0.049605317413806915","0.049605317413806915","0.049605317413806915"
"361","0.06924429535865784","0.06924429535865784","0.06924429535865784"
"362","0.03878221660852432","0.03878221660852432","0.03878221660852432"
"363","0.035552978515625","0.035552978515625","0.035552978515625"
"364","0.06534222513437271","0.06534222513437271","0.06534222513437271"
"365","0.00806634034961462","0.00806634034961462","0.00806634034961462"
"366","0.06686445325613022","0.06686445325613022","0.06686445325613022"
"367","0.0641615241765976","0.0641615241765976","0.0641615241765976"
"368","0.2773978114128113","0.2773978114128113","0.2773978114128113"
"369","0.0785563737154007","0.0785563737154007","0.0785563737154007"
"370","0.005564885213971138","0.005564885213971138","0.005564885213971138"
"371","0.015061397105455399","0.015061397105455399","0.015061397105455399"
"372","0.08532287180423737","0.08532287180423737","0.08532287180423737"
"373","0.05514666065573692","0.05514666065573692","0.05514666065573692"
"374","0.07630839943885803","0.07630839943885803","0.07630839943885803"
"375","0.022415485233068466","0.022415485233068466","0.022415485233068466"
"376","0.24424506723880768","0.24424506723880768","0.24424506723880768"
"377","0.17178034782409668","0.17178034782409668","0.17178034782409668"
"378","0.1649143546819687","0.1649143546819687","0.1649143546819687"
"379","0.008917505852878094","0.008917505852878094","0.008917505852878094"
"380","0.23176568746566772","0.23176568746566772","0.23176568746566772"
"381","0.02805124968290329","0.02805124968290329","0.02805124968290329"
"382","0.0532844103872776","0.0532844103872776","0.0532844103872776"
"383","0.012232121080160141","0.012232121080160141","0.012232121080160141"
"384","0.11684493720531464","0.11684493720531464","0.11684493720531464"
"385","0.02507060207426548","0.02507060207426548","0.02507060207426548"
"386","0.15896116197109222","0.15896116197109222","0.15896116197109222"
"387","0.04527788236737251","0.04527788236737251","0.04527788236737251"
"388","0.06351666152477264","0.06351666152477264","0.06351666152477264"
"389","0.04360345005989075","0.04360345005989075","0.04360345005989075"
"390","0.029926704242825508","0.029926704242825508","0.029926704242825508"
"391","0.11579272150993347","0.11579272150993347","0.11579272150993347"
"392","0.12797009944915771","0.12797009944915771","0.12797009944915771"
"393","0.006701409351080656","0.006701409351080656","0.006701409351080656"
"394","0.058896660804748535","0.058896660804748535","0.058896660804748535"
"395","0.14163409173488617","0.14163409173488617","0.14163409173488617"
"396","0.05385196954011917","0.05385196954011917","0.05385196954011917"
"397","0.033052098006010056","0.033052098006010056","0.033052098006010056"
"398","0.07792755216360092","0.07792755216360092","0.07792755216360092"
"399","0.04722278565168381","0.04722278565168381","0.04722278565168381"
"400","0.023675259202718735","0.023675259202718735","0.023675259202718735"
"401","0.05624822527170181","0.05624822527170181","0.05624822527170181"
"402","0.028246892616152763","0.028246892616152763","0.028246892616152763"
"403","0.11489278823137283","0.11489278823137283","0.11489278823137283"
"404","0.07000675797462463","0.07000675797462463","0.07000675797462463"
"405","0.027639761567115784","0.027639761567115784","0.027639761567115784"
"406","0.17809051275253296","0.17809051275253296","0.17809051275253296"
"407","0.0318058580160141","0.0318058580160141","0.0318058580160141"
"408","0.022132091224193573","0.022132091224193573","0.022132091224193573"
"409","0.0574190691113472","0.0574190691113472","0.0574190691113472"
"410","0.19200995564460754","0.19200995564460754","0.19200995564460754"
"411","0.010788943618535995","0.010788943618535995","0.010788943618535995"
"412","0.08388701826334","0.08388701826334","0.08388701826334"
"413","0.5162110328674316","0.5162110328674316","0.5162110328674316"
"414","0.19161365926265717","0.19161365926265717","0.19161365926265717"
"415","0.03140291944146156","0.03140291944146156","0.03140291944146156"
"416","0.09519112855195999","0.09519112855195999","0.09519112855195999"
"417","0.05490079149603844","0.05490079149603844","0.05490079149603844"
"418","0.05853880196809769","0.05853880196809769","0.05853880196809769"
"419","0.10560217499732971","0.10560217499732971","0.10560217499732971"
"420","0.013109128922224045","0.013109128922224045","0.013109128922224045"
"421","0.10177858918905258","0.10177858918905258","0.10177858918905258"
"422","0.07127644121646881","0.07127644121646881","0.07127644121646881"
"423","0.03703542426228523","0.03703542426228523","0.03703542426228523"
"424","0.08224985748529434","0.08224985748529434","0.08224985748529434"
"425","0.13182885944843292","0.13182885944843292","0.13182885944843292"
"426","0.06907927244901657","0.06907927244901657","0.06907927244901657"
"427","0.045891229063272476","0.045891229063272476","0.045891229063272476"
"428","0.06188037618994713","0.06188037618994713","0.06188037618994713"
"429","0.05780353769659996","0.05780353769659996","0.05780353769659996"
"430","0.012839877977967262","0.012839877977967262","0.012839877977967262"
"431","0.026926817372441292","0.026926817372441292","0.026926817372441292"
"432","0.07914859801530838","0.07914859801530838","0.07914859801530838"
"433","0.2376009225845337","0.2376009225845337","0.2376009225845337"
"434","0.04781421273946762","0.04781421273946762","0.04781421273946762"
"435","0.24469029903411865","0.24469029903411865","0.24469029903411865"
"436","0.06290410459041595","0.06290410459041595","0.06290410459041595"
"437","0.02866806462407112","0.02866806462407112","0.02866806462407112"
"438","0.12360113859176636","0.12360113859176636","0.12360113859176636"
"439","0.033004455268383026","0.033004455268383026","0.033004455268383026"
"440","0.10537803918123245","0.10537803918123245","0.10537803918123245"
"441","0.03165629506111145","0.03165629506111145","0.03165629506111145"
"442","0.20945608615875244","0.20945608615875244","0.20945608615875244"
"443","0.08448916673660278","0.08448916673660278","0.08448916673660278"
"444","0.09075996279716492","0.09075996279716492","0.09075996279716492"
"445","0.15981894731521606","0.15981894731521606","0.15981894731521606"
"446","0.16933847963809967","0.16933847963809967","0.16933847963809967"
"447","0.15017619729042053","0.15017619729042053","0.15017619729042053"
"448","0.0727478563785553","0.0727478563785553","0.0727478563785553"
